table_name,field_name,language,translation,record_id,field_value
stops,stop_name,en,TYKS A-hospital,1030,
stops,stop_name,sv,Jaakkolavägen,1151,
stops,stop_name,sv,Utåkersvägen,1832,
stops,stop_name,sv,Hangslax V,8201,
stops,stop_name,sv,Mäntysaarivägen,1180,
stops,stop_name,sv,Folkparken,595,
stops,stop_name,sv,Peltola,1476,
stops,stop_name,sv,Brännverksgatan,662,
stops,stop_name,sv,Österkalax V,8306,
stops,stop_name,sv,Ahtolavägen,713,
stops,stop_name,sv,Österretais Ö,8264,
stops,stop_name,sv,Markulavägen,179,
stops,stop_name,sv,"Busstation, plattform 2",L2,
stops,stop_name,sv,Karlavagnsplan,768,
stops,stop_name,sv,Lasarettsparken,10,
stops,stop_name,sv,Satava,386,
stops,stop_name,sv,Hirvensalobron,1814,
stops,stop_name,sv,Kärsämäki skola,182,
stops,stop_name,sv,Kuppis idrottshall,1972,
stops,stop_name,sv,Kaitaisvägen,973,
stops,stop_name,sv,Satavabron,368,
stops,stop_name,sv,Nättinummi,1558,
stops,stop_name,sv,Akademihuset,114,
stops,stop_name,sv,Skäddargatan,888,
stops,stop_name,sv,Boreparken,47,
stops,stop_name,sv,Auroragatan,1548,
stops,stop_name,sv,Jäkärlä parkväg,1367,
stops,stop_name,sv,Harlaxvägen,1737,
stops,stop_name,sv,Perttelmäkivägen,1145,
stops,stop_name,sv,Nuntiegränden,1631,
stops,stop_name,sv,Tongränden,1494,
stops,stop_name,sv,Kastuvägen,614,
stops,stop_name,sv,Toukolaskvären,980,
stops,stop_name,sv,Ypsilon,346,
stops,stop_name,sv,Samslax V,8239,
stops,stop_name,sv,Tiravavägen,1123,
stops,stop_name,sv,Stickelbärsgatan,690,
stops,stop_name,sv,Ässjegatan,733,
stops,stop_name,sv,Hembovägen,1301,
stops,stop_name,sv,Travargatan,260,
stops,stop_name,sv,Lilla Tavastgatan,852,
stops,stop_name,sv,Kaskisgatan,279,
stops,stop_name,sv,Pyhtyvägen,1385,
stops,stop_name,sv,Kaistaruddsvägen,348,
stops,stop_name,sv,Mossala,8333,
stops,stop_name,sv,Spinnerivägen,616,
stops,stop_name,sv,Linnasmäki,234,
stops,stop_name,sv,Petrelius,465,
stops,stop_name,sv,Toijais,113,
stops,stop_name,sv,Simhusgatan,924,
stops,stop_name,sv,Aspvägen,1663,
stops,stop_name,sv,Montörgatan,1529,
stops,stop_name,sv,Nylandsvägen,632,
stops,stop_name,sv,Göteborgsgatan,488,
stops,stop_name,sv,Pyhtybacksvägen,497,
stops,stop_name,sv,Åbo slott,4,
stops,stop_name,sv,Vatagränden,1748,
stops,stop_name,sv,Kyrkovägens hälsostation,218,
stops,stop_name,sv,Simonbyvägen N,8160,
stops,stop_name,sv,Karlaparken,647,
stops,stop_name,sv,Maanpää,1729,
stops,stop_name,sv,Hönsnäsvägen S,8318,
stops,stop_name,sv,Jahns brandstation,1345,
stops,stop_name,sv,Simonby V,8197,
stops,stop_name,sv,Mittelgatan,1812,
stops,stop_name,sv,Stormbyn,1740,
stops,stop_name,sv,Ritzgränden,1617,
stops,stop_name,sv,Hallonvägen,1676,
stops,stop_name,sv,Åbohallen,1516,
stops,stop_name,sv,Suikkila skola,489,
stops,stop_name,sv,Kohmo,593,
stops,stop_name,sv,Hembovägen,1317,
stops,stop_name,sv,Pampgatan,1725,
stops,stop_name,sv,Fastlagsgatan,281,
stops,stop_name,sv,Lemppälävägen,1285,
stops,stop_name,sv,Rönnudden,82,
stops,stop_name,sv,Saarenoja,1070,
stops,stop_name,sv,Lastgatan,1437,
stops,stop_name,sv,Campingsområde,1795,
stops,stop_name,sv,Pernovägen,736,
stops,stop_name,sv,Gertrudsgatan,43,
stops,stop_name,sv,Sakkovägen,1125,
stops,stop_name,sv,Rådstuvugatan,704,
stops,stop_name,sv,Bybacken,1659,
stops,stop_name,sv,Betesnäs Ö,8228,
stops,stop_name,sv,Wäinö Aaltonens museum,337,
stops,stop_name,sv,Domkyrkotorget,1684,
stops,stop_name,sv,Starrbacka,246,
stops,stop_name,sv,Jetplansvägen,1061,
stops,stop_name,sv,Tranbacksgatan,1688,
stops,stop_name,sv,Ersby V,8157,
stops,stop_name,sv,Lasarettsgatan,524,
stops,stop_name,sv,Överbyvägen,360,
stops,stop_name,sv,Ryttaregatan,950,
stops,stop_name,sv,Kopparö S,8167,
stops,stop_name,sv,Tortinmäkivägen,1150,
stops,stop_name,sv,Ishallen,500,
stops,stop_name,sv,Sommaruddsvägen,1290,
stops,stop_name,sv,Tandkliniken,1031,
stops,stop_name,sv,Norra bågen,1579,
stops,stop_name,sv,Arvidsgatan,169,
stops,stop_name,sv,Kärrbergsgatan,1181,
stops,stop_name,sv,Alakartanovägen,1168,
stops,stop_name,sv,Utmarksvägen,608,
stops,stop_name,sv,Vitkalagatan,722,
stops,stop_name,sv,Vastilavägen,1318,
stops,stop_name,sv,Östra bågen,491,
stops,stop_name,sv,Fredsgatan,1837,
stops,stop_name,sv,Birka,561,
stops,stop_name,sv,Jäkärlä parkväg,1098,
stops,stop_name,sv,Alakartanovägen,1130,
stops,stop_name,sv,Spinkvägen Ö,8252,
stops,stop_name,sv,Veckarviksvägen V,8187,
stops,stop_name,sv,Tranbacksgatan,1723,
stops,stop_name,sv,Äppelträdgården,1754,
stops,stop_name,sv,Apajavägen,397,
stops,stop_name,sv,"Busstation, plattform 3",L3,
stops,stop_name,sv,Industrigatan,845,
stops,stop_name,sv,Orvovägen,1252,
stops,stop_name,sv,Nikkilä,1413,
stops,stop_name,sv,Uittamo City,1215,
stops,stop_name,sv,Småvesslegatan,726,
stops,stop_name,sv,Elverket,52,
stops,stop_name,sv,Kollivägen,1268,
stops,stop_name,sv,Batterihagen,578,
stops,stop_name,sv,Åbo hamn (Silja),1,
stops,stop_name,en,Turku harbour (Silja),1,
stops,stop_name,sv,Pulmussuogatan,1591,
stops,stop_name,sv,Lillheikkilävägen,927,
stops,stop_name,sv,Ålandsgatan,686,
stops,stop_name,sv,Logarvaregatan,1599,
stops,stop_name,sv,Rusthållsgatan,952,
stops,stop_name,sv,Koloniträdgården,509,
stops,stop_name,sv,Lärkträdsvägen,1272,
stops,stop_name,sv,Unionsgatan,797,
stops,stop_name,sv,Tuulisvägen Ö,8226,
stops,stop_name,sv,Markulavägen,33,
stops,stop_name,sv,Askaisvägen,639,
stops,stop_name,sv,Helga Korsets kapell,439,
stops,stop_name,sv,Maskindepån,1003,
stops,stop_name,sv,Ölandsgatan,1810,
stops,stop_name,sv,Rimitogatan,1710,
stops,stop_name,sv,Mässgatan,498,
stops,stop_name,sv,Klövergatan,1456,
stops,stop_name,sv,Aitogränden,242,
stops,stop_name,sv,Paimalavägen,239,
stops,stop_name,sv,Hagapäravägen Ö,8270,
stops,stop_name,sv,Äppelträdgården,1304,
stops,stop_name,sv,Örngatan,880,
stops,stop_name,sv,Granskogsvägen,411,
stops,stop_name,sv,Brinkhall,1273,
stops,stop_name,sv,Ruohonpäävägen,906,
stops,stop_name,sv,Käpälämäki,1276,
stops,stop_name,sv,Norrstan,1806,
stops,stop_name,sv,Kyrkvaktmästarvägen,1607,
stops,stop_name,sv,Oxbacka,759,
stops,stop_name,sv,Nagu V,8221,
stops,stop_name,sv,Haavikko,1139,
stops,stop_name,sv,Raustvuorivägen,1239,
stops,stop_name,sv,Idrottshallarna,441,
stops,stop_name,sv,Mickelsmässgränden,1783,
stops,stop_name,sv,Tuominenvägen,1161,
stops,stop_name,sv,Nousisgatan,1770,
stops,stop_name,sv,Krogvägen,1178,
stops,stop_name,sv,Böle Ö,8238,
stops,stop_name,sv,Virusmäkiparken,271,
stops,stop_name,sv,Untolagatan,1055,
stops,stop_name,sv,Åbohallen,1515,
stops,stop_name,sv,Ryttaregatan,922,
stops,stop_name,sv,Kaharigatan,1767,
stops,stop_name,sv,Storbergsvägen,1378,
stops,stop_name,sv,Nuijamaagatan,1560,
stops,stop_name,sv,Lergatan,118,
stops,stop_name,sv,Pargas torg N,8131,
stops,stop_name,sv,Högåsgatan,876,
stops,stop_name,sv,Korpovägen 236 V,8275,
stops,stop_name,sv,Tammela,572,
stops,stop_name,sv,Fägränd,119,
stops,stop_name,sv,Kakskertavägen,381,
stops,stop_name,sv,Ankarbyn,774,
stops,stop_name,sv,Sommaruddsvägen,1241,
stops,stop_name,sv,Revalsgatan,141,
stops,stop_name,sv,Havs-Karina (Konstkapellet),1747,
stops,stop_name,sv,Gistgatan,350,
stops,stop_name,sv,Vitanovavägen,417,
stops,stop_name,sv,Varvet,1313,
stops,stop_name,sv,Nylandstull,1685,
stops,stop_name,sv,Renparkens plan,1683,
stops,stop_name,sv,Träsk skola,8319,
stops,stop_name,sv,Kämnersstigen,706,
stops,stop_name,sv,Hiisigatan,190,
stops,stop_name,sv,Niemenkulmavägen,1235,
stops,stop_name,sv,Galls Ö,8242,
stops,stop_name,sv,Lillheikkilävägen,640,
stops,stop_name,sv,Norrstrandsvägen Ö,8246,
stops,stop_name,sv,Överstegatan,925,
stops,stop_name,sv,Höytisvägen,376,
stops,stop_name,sv,Kärrbergsgatan,1116,
stops,stop_name,sv,Varvstranden Ö,8260,
stops,stop_name,sv,Nousisgatan,1769,
stops,stop_name,sv,Niitunniskavägen,36,
stops,stop_name,sv,Friskalavägen,394,
stops,stop_name,sv,Spinkvägen V,8251,
stops,stop_name,sv,Kullelavägen,1286,
stops,stop_name,sv,Messingsgatan,262,
stops,stop_name,sv,Granskogsvägen,319,
stops,stop_name,sv,Piispanristi,6128,
stops,stop_name,sv,Kommunalsjukhusvägen,634,
stops,stop_name,sv,Kuikkulagatan,1645,
stops,stop_name,sv,Saramäkiparken,273,
stops,stop_name,sv,Virusmäkiparken,228,
stops,stop_name,sv,Västerkalax V,8304,
stops,stop_name,sv,Dalsbruksgatan,1680,
stops,stop_name,sv,Pirttilähdegatan,493,
stops,stop_name,sv,Harjattulavägen,1761,
stops,stop_name,sv,Nagu Ö,8222,
stops,stop_name,sv,Norra sundet,725,
stops,stop_name,sv,Ilpois köpcentrum,458,
stops,stop_name,sv,Svartviksvägen,321,
stops,stop_name,sv,Karhulavägen,1062,
stops,stop_name,sv,Karelengatan,1488,
stops,stop_name,sv,Muntiogatan,1486,
stops,stop_name,sv,Kivimovägen S,8330,
stops,stop_name,sv,Harlax skola,70,
stops,stop_name,sv,Observatoriegatan,135,
stops,stop_name,sv,Högåsgatan,841,
stops,stop_name,sv,Kopplingsgatan,1224,
stops,stop_name,sv,Vienola,1012,
stops,stop_name,sv,Ankarbyn,776,
stops,stop_name,sv,Perno skola,735,
stops,stop_name,sv,Port Arthur,170,
stops,stop_name,sv,Korpoströmsvägen 219 N,8290,
stops,stop_name,sv,Galls V,8241,
stops,stop_name,sv,Kallanpää,560,
stops,stop_name,sv,Aunelavägen,756,
stops,stop_name,sv,Tammelinsgatan,1406,
stops,stop_name,sv,Smidesgränden,823,
stops,stop_name,sv,Rautalagatan,817,
stops,stop_name,sv,Industrigatan,1669,
stops,stop_name,sv,Kuppisgatan,1690,
stops,stop_name,sv,FPA,108,
stops,stop_name,sv,Herrgårdsvägen,571,
stops,stop_name,sv,Kakskerta kyrkväg,1757,
stops,stop_name,sv,Artillerigatan,340,
stops,stop_name,sv,Brinkis S,8171,
stops,stop_name,sv,Runsalabron,533,
stops,stop_name,sv,Siutlagatan,1618,
stops,stop_name,sv,Vikom S,8205,
stops,stop_name,sv,Klassikerstigen,46,
stops,stop_name,sv,Mörtvik Ö,8218,
stops,stop_name,sv,Skrivarplan,707,
stops,stop_name,sv,Perno skola,747,
stops,stop_name,sv,Stjärntydargatan,1781,
stops,stop_name,sv,Wäinö Aaltonens museum,291,
stops,stop_name,sv,Skagsudden V,8183,
stops,stop_name,sv,Artillerigatan,342,
stops,stop_name,sv,Rådstuvugatan,702,
stops,stop_name,sv,Ikkalavägen,1158,
stops,stop_name,sv,Markulavägen,198,
stops,stop_name,sv,Sampogatan,873,
stops,stop_name,sv,Gamla Sampasvägen,1753,
stops,stop_name,sv,Kakskerta,1764,
stops,stop_name,sv,Harlax,392,
stops,stop_name,sv,Strandby Ö,8250,
stops,stop_name,sv,Tegelslagaregatan,103,
stops,stop_name,sv,Kaerlavägen,196,
stops,stop_name,sv,Aningaisbron,117,
stops,stop_name,sv,Bangårdsgatan,153,
stops,stop_name,sv,Seuluvägen,432,
stops,stop_name,sv,Söderstuvägen Ö,8262,
stops,stop_name,sv,Töykkälägatan,1636,
stops,stop_name,sv,Perttelmäkivägen,1153,
stops,stop_name,sv,Ollis gränd,1184,
stops,stop_name,sv,Hansängen,123,
stops,stop_name,sv,Väcklax Ö,8232,
stops,stop_name,sv,Karris gata,814,
stops,stop_name,sv,ÅUCS T-sjukhuset,116,
stops,stop_name,en,TYKS T-hospital,116,
stops,stop_name,sv,Grimgatan,261,
stops,stop_name,sv,Hiisigatan,186,
stops,stop_name,sv,Finnängen Ö,8180,
stops,stop_name,sv,Rieskalähdevägen,22,
stops,stop_name,sv,Olvonvägen,92,
stops,stop_name,sv,Norrstrandsvägen V,8245,
stops,stop_name,sv,Oriketo,1439,
stops,stop_name,sv,Ingrergatan,1501,
stops,stop_name,sv,Martinskyrkan,74,
stops,stop_name,sv,Urpovägen,1185,
stops,stop_name,sv,Hansängen,1189,
stops,stop_name,sv,Kivelänperävägen,1309,
stops,stop_name,sv,Lindvägen,689,
stops,stop_name,sv,Jahndiket,840,
stops,stop_name,sv,Kaskisgatan,220,
stops,stop_name,sv,Senapsvägen,1251,
stops,stop_name,sv,Kittuis S,8314,
stops,stop_name,sv,Skolmästaregatan,427,
stops,stop_name,sv,Toijaisvägen,328,
stops,stop_name,sv,Karby V,8299,
stops,stop_name,sv,Kaserngatan,1797,
stops,stop_name,sv,Böle N,8292,
stops,stop_name,sv,Björkasinfarten,792,
stops,stop_name,sv,Bybacken,1658,
stops,stop_name,sv,Postcentralen,1539,
stops,stop_name,sv,Lisagatan,635,
stops,stop_name,sv,C. O. Malms skola,1199,
stops,stop_name,sv,Skogsvägen,60,
stops,stop_name,sv,Kongressgränden,443,
stops,stop_name,sv,Domkyrkotorget,164,
stops,stop_name,sv,Runsala,553,
stops,stop_name,sv,Ringbrynjegatan,1615,
stops,stop_name,sv,Kuvavägen,548,
stops,stop_name,sv,Artukaisvägen,763,
stops,stop_name,sv,Valmetgatan,672,
stops,stop_name,sv,Tavastgatan,132,
stops,stop_name,sv,Tröskhusgränden,1716,
stops,stop_name,sv,Jänessaarivägen,431,
stops,stop_name,sv,Nylandstull,162,
stops,stop_name,sv,Patis kyrka,1171,
stops,stop_name,sv,Markomby V,8297,
stops,stop_name,sv,Åbohallen,1514,
stops,stop_name,sv,Tammelinsgatan,1409,
stops,stop_name,sv,Kohmo,1651,
stops,stop_name,sv,Eskos gata,962,
stops,stop_name,sv,Påvegatan,1633,
stops,stop_name,sv,Töykkälägatan,1637,
stops,stop_name,sv,Dalsåkersgatan,35,
stops,stop_name,sv,Styvervägen,1392,
stops,stop_name,sv,Ilpois,513,
stops,stop_name,sv,Johansgatan,1466,
stops,stop_name,sv,Kulkkila strandväg,414,
stops,stop_name,sv,Sampas,1311,
stops,stop_name,sv,Nylandstull,130,
stops,stop_name,sv,Hönsnäsvägen N,8317,
stops,stop_name,sv,Kaitaisvägen,966,
stops,stop_name,sv,Messingsgatan,288,
stops,stop_name,sv,Kyrkvaktmästarvägen,1648,
stops,stop_name,sv,S:t Marie kyrka,232,
stops,stop_name,sv,Koroisvägen,1624,
stops,stop_name,sv,Hintza Knaps gata,1461,
stops,stop_name,sv,Påvegatan,1405,
stops,stop_name,sv,Muddergrenen,1229,
stops,stop_name,sv,Ladugårdsgatan,752,
stops,stop_name,sv,Vienola,1020,
stops,stop_name,sv,Mörögränden,197,
stops,stop_name,sv,Betesnäs V,8227,
stops,stop_name,sv,Skrivarplan,698,
stops,stop_name,sv,Prästholm,352,
stops,stop_name,sv,Ykköspirtti,551,
stops,stop_name,sv,Polishuset,155,
stops,stop_name,sv,Ekipagegatan,600,
stops,stop_name,sv,Skomakeregatan,225,
stops,stop_name,sv,Kärmelägatan,1364,
stops,stop_name,sv,Merovingergatan,1105,
stops,stop_name,sv,Mullivägen,1588,
stops,stop_name,sv,Leaf,192,
stops,stop_name,sv,Druckis Ö,8234,
stops,stop_name,sv,Svalas,1500,
stops,stop_name,sv,Nättinummi,30,
stops,stop_name,sv,Capsiagatan,1553,
stops,stop_name,sv,Paavola skola,1398,
stops,stop_name,sv,Grusgatan,1463,
stops,stop_name,sv,Maskindepån,977,
stops,stop_name,sv,Jokipelto,268,
stops,stop_name,sv,Patisvägen,765,
stops,stop_name,sv,Bältargatan,885,
stops,stop_name,sv,Paavola skola,1397,
stops,stop_name,sv,Markulavägen,476,
stops,stop_name,sv,Mesanparken,748,
stops,stop_name,sv,Västerkalax Ö,8303,
stops,stop_name,sv,Henriks kyrka,503,
stops,stop_name,sv,Birka,545,
stops,stop_name,sv,Varnagatan,483,
stops,stop_name,sv,Inspektorsgatan,445,
stops,stop_name,sv,Kuvavägen,559,
stops,stop_name,sv,Takakirves,1594,
stops,stop_name,sv,Pohjaniittyvägen,371,
stops,stop_name,sv,Montörgatan,822,
stops,stop_name,sv,Lantvärnsgatan,954,
stops,stop_name,sv,Bomgränden,429,
stops,stop_name,sv,Korkisbacksvägen,245,
stops,stop_name,sv,Borgmästarstigen,708,
stops,stop_name,sv,Perenngatan,577,
stops,stop_name,sv,Linnasmäkiparken,660,
stops,stop_name,sv,Bagarlavägen,479,
stops,stop_name,sv,Kaskisvägen,257,
stops,stop_name,sv,Kaharigatan,1768,
stops,stop_name,sv,Aunelavägen,1058,
stops,stop_name,sv,Lillmälö byväg V,8177,
stops,stop_name,sv,Saarenoja,1820,
stops,stop_name,sv,Varvet,332,
stops,stop_name,sv,Moikois,430,
stops,stop_name,sv,Marjaniemivägen,534,
stops,stop_name,sv,Suikkila skola,481,
stops,stop_name,sv,Lukoilavägen,1526,
stops,stop_name,sv,Rönnkullavägen Ö,8254,
stops,stop_name,sv,Viertolavägen,978,
stops,stop_name,sv,Ilpoisbacken,459,
stops,stop_name,sv,Mässcentrum,1524,
stops,stop_name,sv,Nummisparkgatan,1649,
stops,stop_name,sv,Kullelavägen,1245,
stops,stop_name,sv,Elverket,6,
stops,stop_name,sv,Korpo,8282,
stops,stop_name,sv,Ruohonpäägatan,1056,
stops,stop_name,sv,Strandby V,8249,
stops,stop_name,sv,Centrum,T84,
stops,stop_name,en,City centre,T84,
stops,stop_name,sv,Ilpois,456,
stops,stop_name,sv,Pansiovägen,1010,
stops,stop_name,sv,Kaarlejokivägen,1155,
stops,stop_name,sv,Harlax,364,
stops,stop_name,sv,Örvik Ö,8182,
stops,stop_name,sv,Lisagatan,992,
stops,stop_name,sv,Parvelgatan,303,
stops,stop_name,sv,Ordonnansgatan,1569,
stops,stop_name,sv,Jahnvägen,1642,
stops,stop_name,sv,Föreningshuset,1297,
stops,stop_name,sv,Messingsgatan,243,
stops,stop_name,sv,Kakelfabriken,908,
stops,stop_name,sv,Linnasmäki,265,
stops,stop_name,sv,Hampspinnaregatan,889,
stops,stop_name,sv,Beckholmen,124,
stops,stop_name,sv,Perogatan,842,
stops,stop_name,sv,Urusgrenen,1234,
stops,stop_name,sv,Ykköspirtti,1793,
stops,stop_name,sv,Jäkärlä köpcentrum,1368,
stops,stop_name,sv,Hallis köpcentrum,1634,
stops,stop_name,sv,Hirvensalobron,86,
stops,stop_name,sv,Merovingergatan,1099,
stops,stop_name,sv,Fiskarsgatan,694,
stops,stop_name,sv,Pargas stadshus N,8135,
stops,stop_name,sv,Villa Y-Hovi,550,
stops,stop_name,sv,Tuulisvägen V,8225,
stops,stop_name,sv,Kvarnbäcken,1108,
stops,stop_name,sv,Hallonvägen,1037,
stops,stop_name,sv,Mörtvik V,8217,
stops,stop_name,sv,Kotimäkigatan,122,
stops,stop_name,sv,Biskopsö S,8212,
stops,stop_name,sv,Tongränden,1485,
stops,stop_name,sv,Fägränd,62,
stops,stop_name,sv,Satavabron,388,
stops,stop_name,sv,Kohmovägen,1654,
stops,stop_name,sv,Markulaparken,979,
stops,stop_name,sv,Oskarsgränd,175,
stops,stop_name,sv,Runosbacken,1015,
stops,stop_name,sv,Unionsgatan,783,
stops,stop_name,sv,Toijaisvägen,85,
stops,stop_name,sv,Jahndiket,1657,
stops,stop_name,sv,Klassikerstigen,12,
stops,stop_name,sv,Suikkilaparken,974,
stops,stop_name,sv,Gamla Sampasvägen,1316,
stops,stop_name,sv,Ihamuotilavägen,1395,
stops,stop_name,sv,Jättehögsvägen,1277,
stops,stop_name,sv,Arthursgatan,526,
stops,stop_name,sv,Stora Bocksvägen,544,
stops,stop_name,sv,Sydmovägen V,8151,
stops,stop_name,sv,Hamarogatan,266,
stops,stop_name,sv,Kanta-Haihuvägen,664,
stops,stop_name,sv,Puolniittuvägen,1107,
stops,stop_name,sv,Kullamäkivägen,251,
stops,stop_name,sv,Långreven,1744,
stops,stop_name,sv,Gungbacksvägen,1091,
stops,stop_name,sv,Kongressgränden,453,
stops,stop_name,sv,Begravningsplatsvägen,1681,
stops,stop_name,sv,Oxbacka,761,
stops,stop_name,sv,Grundvik N,8315,
stops,stop_name,sv,Spännetunet,277,
stops,stop_name,sv,Kylmänalhogatan,1373,
stops,stop_name,sv,Bryggerigränden,1580,
stops,stop_name,sv,Dressingatan,536,
stops,stop_name,sv,Importgatan,531,
stops,stop_name,sv,Tuominenvägen,1137,
stops,stop_name,sv,Patisvägen,755,
stops,stop_name,sv,Kuratorsstigen,446,
stops,stop_name,sv,Spinnerivägen,625,
stops,stop_name,sv,Hagapäravägen V,8269,
stops,stop_name,sv,Lillheikkilävägen,1722,
stops,stop_name,sv,Honkapirtti,564,
stops,stop_name,sv,Kommunalsjukhusvägen,610,
stops,stop_name,sv,Centrum,T11,
stops,stop_name,en,City centre,T11,
stops,stop_name,sv,Idrottshallarna,455,
stops,stop_name,sv,Markulavägen,494,
stops,stop_name,sv,Saramäkivägen,272,
stops,stop_name,sv,Flygarvägen,648,
stops,stop_name,sv,Jahnparken,1192,
stops,stop_name,sv,Åbo hamn (Viking),79,
stops,stop_name,en,Turku harbour (Viking),79,
stops,stop_name,sv,Östra centrum,644,
stops,stop_name,sv,Utmarksvägen,1000,
stops,stop_name,sv,Seuluvägen,436,
stops,stop_name,sv,Hepokulta,34,
stops,stop_name,sv,Siirivägen,270,
stops,stop_name,sv,Göteborgsgatan,482,
stops,stop_name,sv,Eskos gata,454,
stops,stop_name,sv,Jahnparken,1197,
stops,stop_name,sv,Midsommarvägen,1069,
stops,stop_name,sv,Kulkkila strandväg,315,
stops,stop_name,sv,Stadsteatern,290,
stops,stop_name,sv,Åbo busstation,211,
stops,stop_name,en,Turku bus station,211,
stops,stop_name,sv,Vakka-Suomivägen,475,
stops,stop_name,sv,Ilpoisvägen,508,
stops,stop_name,sv,Pargas stadshus S,8136,
stops,stop_name,sv,Urusberget,1232,
stops,stop_name,sv,Haverivägen,1072,
stops,stop_name,sv,Marttilavägen,185,
stops,stop_name,sv,Moikois,343,
stops,stop_name,sv,Alhomaavägen,1038,
stops,stop_name,sv,Fiskarsgatan,1678,
stops,stop_name,sv,Erikvalla,395,
stops,stop_name,sv,Trätorget,13,
stops,stop_name,sv,Savolaxgatan,1489,
stops,stop_name,sv,Fiskarsgatan,1677,
stops,stop_name,sv,Styvervägen,1387,
stops,stop_name,sv,Ölandsgatan,1809,
stops,stop_name,sv,Kommunalsjukhusvägen,929,
stops,stop_name,sv,Ollis gränd,1250,
stops,stop_name,sv,Korpolaisbacken,80,
stops,stop_name,sv,Särkilax skola,326,
stops,stop_name,sv,Bleckstadsgatan,972,
stops,stop_name,sv,Joenperävägen,1164,
stops,stop_name,sv,Niitunniskavägen,868,
stops,stop_name,sv,Ihamuotilavägen,1396,
stops,stop_name,sv,Lausteparken,695,
stops,stop_name,sv,Lehmusvalkama,1802,
stops,stop_name,sv,Svalas,1675,
stops,stop_name,sv,Campingsområde,1794,
stops,stop_name,sv,Ladugrundet,128,
stops,stop_name,sv,Port Arthur,208,
stops,stop_name,sv,Mäntysaarivägen,1118,
stops,stop_name,sv,Pulmussuogatan,1592,
stops,stop_name,sv,Universitetet (ÅUCS U-sjukhuset),65,
stops,stop_name,en,University (TYKS U-hospital),65,
stops,stop_name,sv,Smidesgränden,812,
stops,stop_name,sv,Rieskalähdevägen,1002,
stops,stop_name,sv,Tallkottsvägen,1973,
stops,stop_name,sv,Laustis skola,1502,
stops,stop_name,sv,Sakkovägen,1174,
stops,stop_name,sv,Nummisbackens skola,1827,
stops,stop_name,sv,Pemargatan,1079,
stops,stop_name,sv,Kardinalgatan,1628,
stops,stop_name,sv,Formansgatan,143,
stops,stop_name,sv,Purolavägen,1142,
stops,stop_name,sv,Aatilahagen,1766,
stops,stop_name,sv,Simhallen,1561,
stops,stop_name,sv,Kittuis färjestrand S,8312,
stops,stop_name,sv,Landshövdingsgatan,1538,
stops,stop_name,sv,Elisabetsgatan,1778,
stops,stop_name,sv,Domkyrkotorget,1842,
stops,stop_name,sv,Syvälahti,84,
stops,stop_name,sv,Skansen,349,
stops,stop_name,sv,Tammerforsvägen,274,
stops,stop_name,sv,Studentbyn,448,
stops,stop_name,sv,Mannerheimparken,142,
stops,stop_name,sv,Järnverksgatan,1221,
stops,stop_name,sv,Harlaxvägen,1738,
stops,stop_name,sv,Aitogränden,250,
stops,stop_name,sv,Svalberga,838,
stops,stop_name,sv,Tortinmäki,1149,
stops,stop_name,sv,Mässgatan,520,
stops,stop_name,sv,Pohjaniittyvägen,385,
stops,stop_name,sv,Skogsstigen,1430,
stops,stop_name,sv,Kuttervägen,125,
stops,stop_name,sv,Hyrköisvägen,1507,
stops,stop_name,sv,Piskgränden,654,
stops,stop_name,sv,Purolavägen,1156,
stops,stop_name,sv,Vikomvägen Ö,8204,
stops,stop_name,sv,Nilsgatan,1696,
stops,stop_name,sv,Kvarnbäcken,1093,
stops,stop_name,sv,Wärtsilägränden,100,
stops,stop_name,sv,Martinsbron,105,
stops,stop_name,sv,Gertrudsbacken,851,
stops,stop_name,sv,Viikkalavägen,1132,
stops,stop_name,sv,Lärkträdsvägen,1260,
stops,stop_name,sv,Pärnäs (Nagu),8256,
stops,stop_name,sv,Mässfältsgatan,643,
stops,stop_name,sv,Parolaparken,1567,
stops,stop_name,sv,Kuralasvängen,1639,
stops,stop_name,sv,Pyhtyvägen,1394,
stops,stop_name,sv,Salutorget,T1,
stops,stop_name,en,Market Square (City centre),T1,
stops,stop_name,sv,Bollhallen,28,
stops,stop_name,sv,Klosterbacken,854,
stops,stop_name,sv,Okgatan,1029,
stops,stop_name,sv,Kuuselastigen,314,
stops,stop_name,sv,Joachimsgatan,457,
stops,stop_name,sv,Jahndiket,1656,
stops,stop_name,sv,Centrum,T83,
stops,stop_name,en,City centre,T83,
stops,stop_name,sv,Männistövägen,1173,
stops,stop_name,sv,Frälsegatan,1750,
stops,stop_name,sv,Aunelavägen,764,
stops,stop_name,sv,Autisplan,40,
stops,stop_name,sv,Mölnbyvägen,1288,
stops,stop_name,sv,Urusberget,1587,
stops,stop_name,sv,Lausteparken,710,
stops,stop_name,sv,Alhomaavägen,1039,
stops,stop_name,sv,Jahns brandstation,915,
stops,stop_name,sv,Haga,256,
stops,stop_name,sv,Tiisalavägen,1278,
stops,stop_name,sv,Multavierugatan,1597,
stops,stop_name,sv,Humlegårdsgatan,205,
stops,stop_name,sv,Rustmästarvägen,1573,
stops,stop_name,sv,Sommarvägen,325,
stops,stop_name,sv,Jättehögsvägen,1255,
stops,stop_name,sv,Österlånggatan,993,
stops,stop_name,sv,Harjattulavägen,1760,
stops,stop_name,sv,Raunistulavägen,199,
